video_id,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4,action,lemma,lemma_id
3483499992,1422,640,480,why are the boy and the girl holding hands,1,0,CW,prevent him from falling,practicing a dance,help girl cut,support,to take the book,holding,hold,4
7713241916,2224,640,360,how did the boy showed his excitement at the beginning of the video,4,3,CH,smile,waves hand,run towards the toy,dance,spin and jump around,jump,jump,153
4081870381,1224,640,512,what was the man in the blue jacket doing before he ran away,3,4,TP,move to other side of chair,walk back to camera,pick up his belongings,looking out for car,run,ran,run,155
2514339576,410,640,480,why did the man in grey s mouth moved when he looked at the lady on the bed,1,7,CW,for baby to lie on,comfort lady in bed,girl unwrapping present,play with it,arm resting,moved,move,161
8672272216,904,480,800,why is the girl in white sitting in a toy car throughout the video,1,0,CW,recording the scene,moving with the toy car,curious and interested,holding the board,to open the box in her hand,sitting,sit,78
5534387302,794,640,360,why are the men wearing helmets,1,0,CW,they are skiing,part of the training,pactice fencing,riding horse,avoid sunlight,wearing,wear,5
6217540914,1215,640,360,what does the white dog do after approaching the other two dogs,2,5,TN,keeps sitting,run over to black dog,sniffs and run back,wagging tail,jump up,approaching,approach,148
2686201079,2408,640,480,how does the man in black remove his sweat in the middle of the video,3,5,CH,bending,across his stomach,count with fingers,wipes it off with his hands,shake his head,wipes,wipe,104
9196423005,761,640,360,why did the man put his hand near the baby at the start of the video,3,12,CW,feed baby,stretch,playing with baby,protect the baby from falling,pick up the present,put,put,160
7542632496,1320,640,360,what did the boy do after he first slid down,1,6,TN,reach for the airconditioners,looked at the lady,hold railing of bed,threw the scarf,sits down,slid,slide,44
2680420943,1077,640,480,why does the clapper in the middle keep swaying left to right,3,5,CW,dancing,gas escapes,fighting area,enjoying rhythm,get fish back,keep,keep,149
4592593030,1107,320,240,how was the merry go round able to move,2,8,CH,spin it,standing in a line,lady push it,crawling,shifting hand power,push,push,151
3055333427,2568,320,240,why does the girl stand in front of the piano,3,3,CW,playing the piano,music performance,prevent the baby from falling,play for fun,referring to it,stand,stand,158
6394232577,1107,640,480,why are the woman s hands placed in front of her,1,8,CW,to hold the ropes,holding the baby,to dance with girl,talk to girl at same height,speaking,placed,place,133
3784688175,2181,640,480,why did the girl touch her braces after opening and fiddling around her tongue in her mouth,4,6,CW,small in age,cover the yawn,show affection,show the baby how to play,talking about it,touch,touch,154
6422862927,350,640,360,why does the girl in pink walk away after she receives the bottle from the person,2,3,CW,go playground,scared,play with boy in black,looking for dog,following man,walk,walk,159
3753427644,2697,640,480,why does the boy in white run towards the sofa in the living room after dancing for awhile near the end of the video,1,3,CW,playing video game,want to play alone,want to check out himself,finding his toy,spacious,dancing,dance,120
13144870414,4084,640,480,how did the man change the baby s directions,4,1,CH,sway his body,pull the string,cycle,move baby s hands,carry the baby away,carry,carry,145
6391532457,607,640,360,why do the adults constantly look at the boy,4,4,CW,irritated,annoyed,disgusted,talking to him,safety,look,look,28
8429686679,1574,640,360,what did the man in brown do after the two of them entered the water,2,7,TN,swim,dive in,walk towards them,waves his hand,turn back,entered,enter,84
5398783151,1334,640,480,how does the man eventually move his car forwards without hurting the deers,2,2,CH,holds the wheel,sit on grass,drive when the deers move away,move deers away,presses the accelerator,drive,drive,89
6220387865,901,568,320,how does the man feel when he throws the plastic bag into the dustbin after spitting out the marshmallows,2,4,TN,tired,sad,contented,angry,bored,spitting,spit,27
3260805075,525,640,480,what did the man in green shorts do after he approached the lady at the opposite,0,9,TN,perform a fire trick,stand on the stool,listen,jump up,continue to play with her,approached,approach,148
6863047871,772,640,360,how do the lady and the grl in green move the swing,1,7,CH,throw it from left to right,push and pull the swing,punch,hold the handles,kick,push,push,151
6910682007,397,640,480,why does the baby look away at the end of the video,4,3,CW,to grab the food,see how close the waves were,looking at the dog,he reached the shore,distracted,look,look,28
4128559642,450,640,360,why is the man moving his head,4,0,CW,to guide the baby,recording,direct attention,it s sunny,going with rhythm,moving,move,161
9015576885,1110,640,360,why did the baby fall into the lady s arms,2,5,CW,to show affection,show affection,lose balance walking,to make baby sit on her lap,caressing for baby,fall,fall,127
8696237804,607,640,480,what did the man in stripped do after each time he painted a line,0,8,TN,paint another line,pass microphone to cameraman,use towel dry ferret,adjust them,roll around,painted,paint,17
8994675143,1006,640,360,why did the man cover his mouth with a bag near the beginning,2,1,CW,teach baby how to eat,amuse the baby,hide his laughter,let kid copt him,playng with the boy,cover,cover,123
8493632488,1901,640,360,what does the girl hold onto after standing up again,0,4,TN,sofa,hold baby,dance shoes,crayons,piano keys,standing,stand,158
2410320893,1047,640,480,what did the boy in black do after falling down,1,6,TN,getting the sled up,get up,bump into another man,touch the ground,lying on the ground,falling,fall,127
2715505162,2478,500,375,what does the big girl do after slipping from the chair,0,4,TN,pushes herself back,start singing,place the blue bottle down,get up,clasp her hands,slipping,slip,41
3754789709,398,320,240,how did the lady kept her hair out of her face,1,2,CH,wave hand and move body,tie it with hair band,move her body,hat,clip,tie,tie,108
3704405619,2196,640,512,what does the horse do after walking slowly for a while at the start,3,2,TN,move to right side,continue walking,shakes,speed up,follow the first horse,walking,walk,159
2583337639,739,500,375,why did the man in black turned back near the end of the video,2,9,CW,to rest,look at the ladies working behind,he lost,pick up the ball,talk to camera,turned,turn,157
3165464131,1695,640,480,what did the boy do after raising his hands in the air near the middle,0,1,TN,bite a slip of paper,playing driving game,eating while falling asleep,reach for the airconditioners,climb over something to sit,raising,raise,137
4452848541,840,640,480,why was the man in stripes looking down at the beginning of the video,3,2,CW,tired,dropped item,seeing which rock to put leg,using his phone,hand gesture to throw,looking,look,28
6991481998,1680,640,360,what did the boy do after the lady showed the hand gesture to the camera,2,8,TN,moved his head too,move toward the girl,look back,stand up and take,smiles and waves hand,showed,show,12
5351925965,1149,406,720,what does the lady do after putting her hand down the first time,3,0,TN,touch the baby again,move spoon away,stomp her foot,raise it back in some time,teach baby which note to play,putting,put,160
5502438239,1428,640,360,why do the dogs run around as they hold onto the toy,0,0,CW,to snatch the toy,playing with the toy bear,wants person s attention,playing in the water,follows the cameraman,run,run,155
5843576225,1621,320,568,why did the boy in white hold the handles as he stood up,2,3,CW,open the cupboard,demonstrate action to boy in green,support himself,to clean hands,performing,hold,hold,4
4697144611,1836,640,480,what did the shirtless boy do after he dropped the red styrofoam while on the table,2,11,TN,lifts up the watering can,hold the shirtless boy pants,pick it back up,move forward,look at camera and said something,dropped,drop,119
8715893813,891,640,480,why are the white dog and the brown dog wearing collars,1,7,CW,keep the dog close to him,show that they are domesticated,for beauty,to mount him,bite the dog,wearing,wear,5
3885799280,1350,320,240,how did the lady in the car show her greeting,2,3,CH,use their hands,stretch her hand out,wave hands,get off the her,nod her head,wave,wave,53
12884043065,2296,640,360,what does the boy do after throwing the balloon down at the start,4,4,TN,smell the toy,throw them,stand up,pick the toy from water,smile,throwing,throw,143
13515443525,938,640,360,what did the two dogs do after they ran past the girl with the kite at the middle of the video,1,7,TN,follow after dog,run to the fence,ran,walked into the water and picked it up,look at the baby,ran,run,155
4184884354,1503,640,480,why does the blonde girl put her left arm on the piano keys in the middle of the video,4,2,CW,pretend its phone,to imitate what the lady did,make cat feel comfortable,pregnant,to slide from left to right,put,put,160
8616556666,1367,640,360,why is the man with red helmet holding the pipe,2,2,CW,playing with boy,washing the car ,spray water into the house,instructed by bespectacled man,spray water in garden,holding,hold,4
4242713789,1395,640,480,why is the woman holding a console,2,0,CW,express something,grooving along with music,play game,dancing with the baby,express her words,holding,hold,4
8208931952,574,640,360,what did the baby do after reaching the toy,1,8,TN,close his eyes,stares at camera,playing with the toy,touch the cloth,lick them,reaching,reach,150
5112071465,2156,640,480,how did the boy in blue react after the girl in red fell down,1,8,TN,run after her,walk back toward the girl,fall backwards too,refuse to let go,sit down upright,fell,fell,127
6255114096,1666,640,360,how does the white dog try to snatch the green toy away,3,4,CH,barking at the other dog,using leash,shake its body,pull the toy with his teeth,magnet them together,pull,pull,146
3805965484,1422,640,480,why are there strings attached to the float,3,7,CW,signal it s location,party,to rescue those in the water,to pull the float,to travel,attached,attach,83
9580587612,1167,640,360,how did the girl stand up after she fell,4,9,CH,stand up by herself,put hands on table,push the chair baby is in,move her arms up down,mom pick her up,pick,pick,152
4480893533,484,320,240,how do the two girls secure themselves from falling off from the swings in the middle of the video,0,0,CH,hold on tightly,put hat on him,release hands,use her head,put pieces together,hold,hold,4
7612846664,1005,640,360,why did the man speaking next to a patch of flowers,4,3,CW,engage audience,prevent falling off,clean the boy s hand,looking at the structure around,talking about the flowers,speaking,speak,126
6812027210,632,640,360,why did the baby press the button,3,2,CW,makes a sound,stabilize toy car,want to pick up it,learn from man,reduce tv volume,press,press,116
5631808303,513,640,480,why does the person caress the dogs,2,2,CW,dog is dying,wants to bring dog out,show affection,dog is in pain,to ask dog to bring the ball,caress,caress,107
5435480796,2697,640,480,what did the man in black pants do after he picked up the microphone,3,2,TN,bend down,press the buttons,goes to the front,talk into microphone,touch the ground,picked,pick,152
4874416538,1524,640,480,why did the baby hold onto the side of the ropes tightly,4,0,CW,wants to move around,for support,safety,feed baby,avoid falling off swing,hold,hold,4
3560919284,1948,640,360,why did the man drink from the cup after speaking to the camera,0,2,CW,demonstrate taste,interested,interact with camer,indicate her turn to speak,playing a game,drink,drink,113
6896837065,2697,640,360,how did the girl signal that she wants a piggy back from the man,4,2,CH,hold her hands,hold boy s hand,hold it tightly,point at the sock,climb on man s back,climb,climb,131
6331838426,930,640,480,why is the man on the left moving his hands,1,8,CW,going with rhythm,play the piano,driving,greater accuracy,looking at paper,moving,move,161
8631926258,2206,640,360,why does the man remove the sunglasses and the hat near the end of the video,4,4,CW,make funny faces,to take a photo,look at baby,give to lady,finish photo taking,remove,remove,129
3078133866,1439,320,240,what did the man do after he placed his hand on the baby in the middle of the video,4,3,TN,kiss baby,sweeping the sand,look at what he is pointing,put her arm out,show baby s face,placed,place,133
3513109378,1800,640,480,what does the boy in blue do after he looks into camera,2,0,TN,picks up snow,come and stand on the stool,start talking,happy,pick up ball,looks,look,28
6083954222,2642,640,1138,what did the boy in green do after throwing the ball,0,1,TN,pick up the ball,climb up the stairs,point at boy in red,bounce it,turn behind,throwing,throw,143
4740649465,703,640,480,how did the man in white shorts pose for the camera,3,2,CH,use microphone,pass the present to man in white,wear bandana,looks sideway,nod his head,looks,look,28
5226517650,2151,640,480,why is the boy licking his mouth at the end of the video,0,4,CW,pretend to enjoy the food,to sit,to touch the sandals,cat not responding,hand gestures to make his point,licking,lick,105
8082308738,461,640,360,why was the man wearing glasses looking down before he turned to the camera,2,2,CW,hot sun,take videos,checking his phone,talk to him,check the camera,wearing,wear,5
13559530235,1290,640,360,what did the boy do after the lady covered the photo,1,10,TN,turn around,looked at the laptop,pull the string down,look in lady s direction,moves the mask away,covered,cover,123
6981292292,1995,640,362,why is the boy leaning to the chair back in the middle of the video,4,2,CW,to antagonize his parents,to talk to the other boy who is sitting at the chair next to it,make space for boy in pink,to break the chair,gets comfortable,leaning,lean,98
6514699133,975,640,360,how did the lady make sure that she does not fall when she adjusts her outerwear,0,1,CH,hold onto man in orange,hold her hand,squat down,wear apron,wear sunglasses,hold,hold,4
4386538033,1960,640,480,what did the boy do after the girl stood on the books at the middle of the video,4,1,TN,tries to find girl and fell,laugh,scratch eyes,put on her shoulder,walk around her,stood,stand,158
8904801050,1155,640,360,why is the man wearing blue pants kneeling down while holding to a wooden plank,4,0,CW,looking at the muddy floor,make the kid hold cleaner,suggest baby girl to kick,too low to hit,hold plank for boy to hit,wearing,wear,5
7471812372,1712,640,360,why did the woman put his hands inside the waist pouch near the start,2,2,CW,wants to wet his hand,point the place for baby to sit,take out food,carry dog,make it comfortable for the dog,put,put,160
7417682572,1816,640,360,why are the others seated down,2,7,CW,watching the performance,they are bags of the people,playing their instruments,morning exercises,stabilize themselves under water,seated,seat,78
4265115215,1463,640,480,what did the dog do after a lady put it in front of the chicken,0,4,TN,run away,move backwards,touch the dog,point to the food,cut the meat,put,put,160
6972903978,1516,640,360,what does the lady in black do after she puts down her thumbs up,4,4,TN,pin woman s hair,jumps up,continue walking,dance,look at camera,puts,put,160
7049300643,656,640,360,why was the girl able to swing,3,8,CW,speaking in different direction,let go from height,pushed by camera man,boy swinging her,using her momentum,swing,swing,136
6884969066,1331,640,480,why does the lady remove the bid before the baby stands up,1,5,CW,to wash it,safety,adjust the baby s shirt,to pass to man,prevent dog from biting,remove,remove,129
2970068527,1125,640,480,why does the boy open his mouth towards the end,1,4,CW,playing the piano,happy and laughing,going with rhythm,show he finish chewing,speak to someone,open,open,139
6494550655,720,640,360,why is the person sitting in the cart,3,0,CW,unwrap the presents,wear socks,get pushed,slide down into water,shopping,sitting,sit,78
4442953867,2697,640,480,what did the girl do after the adult cut open the box,2,5,TN,points at the door,showed it to the camera,take out the green toy,swing her right hand,pick it up,open,open,139
10023328894,300,640,480,why did the woman move her legs up and down constantly,1,5,CW,act like tugging tree,enjoying and resting,dancing with the baby,hitting the drums,choreography,move,move,161
10023613284,450,640,360,how do the people on stage react after the speaking man finishes his speech,0,10,TN,clapped,start writing,start performing,moves towards the window,sit down,speaking,speak,126
6289873183,1621,272,480,why did the girl lift off the boy s hands in the middle of walking,3,6,CW,clean her hands,with her hand,convince girl to do something,got distracted,pacing themselves,lift,lift,137
4756735316,2209,640,480,how does the boy move about in the video,2,6,CH,use legs to paddle,jumping around robot,spinning,jumping,run towards the toy,spinning,spin,97
4256670872,2024,640,480,how was the truck pulled away from the snow,2,5,CH,steer the wheel,rubs it away,car pull van through rope,cycling,men push it,pull,pull,146
5417864623,375,640,360,why is the children wearing thick clothing,1,7,CW,worked in mud,skiing,having fun,engrossed in games,play badminton,wearing,wear,5
6324607259,669,640,360,why do these elephants move as a group and not individually,4,1,CW,they are afraid of the weather,it is dangerous to move as a group,for food,to save time,follow specific trail,move,move,161
3711049755,1095,640,428,why was the blue shirt boy bouncing around beside the blue shirt boy at the start,2,4,CW,pick something up,take out food,showing excitement,try to take it away,curious,bouncing,bounce,88
6100989433,1944,640,480,why is the baby holding to a blanket,4,8,CW,balance and prevent from falling,protect from sun,pass to lady,dry her body,playing with it,holding,hold,4
3381196806,1776,640,424,how did the boy in white show that he is enjoying the singing by the man in grey,3,0,CH,making funny faces,lift up his bottle,strum the string with finger,clap hands,shaking,clap,clap,134
6234926253,2697,640,480,why do the man and the woman in black pose for a photograph when they stand in the water body,3,2,CW,receiving awards,drinking,help tourism industry,tourists and enjoying the lake,help divers swim,stand,stand,158
2465775230,2426,500,375,why did the lady in black stayed bend down throughout the video,1,9,CW,holding girl,doing work,licking,adjust her position,making eye contacts,stayed,stay,95
4827388766,654,640,360,why did the lady put her head back near the middle,2,4,CW,play with the baby,check her arm,laughing,play music instruments,look at donkeys,put,put,160
7876566162,2158,640,360,why does the baby move in a different direction in between,2,4,CW,bored,making different poses,the lady turned the walker,part of performance,to talk to someone,move,move,161
3110922783,1566,640,480,why is the man with blue hat standing in his car,4,11,CW,helping the lady,referee,hot sun,look into houses,taking pictures,standing,stand,158
3990712537,1471,360,480,what did the man do after turning around at the start,4,4,TN,adjust the white woman getting dressed,grab the back of his chair,swing the dog,riding the atv,feed baby,turning,turn,157
4149191108,390,640,480,why are the dogs turning in circles,3,4,CW,fake dance,because of lady s gesture,check the cleaning parts,following the hand gesture,excited to play,turning,turn,157
2875226866,465,640,360,what did the man do after hitting the ball,3,5,TN,touch his fingers,get out of water,adjust girl s posture,look at direction of ball,practise swing,hitting,hit,142
12884043065,2296,640,360,why did the boy walk across the room after the lady in black pointed,1,8,CW,not to hurt the plant,to ride bicycle,show interest,look at man,preparing something,walk,walk,159
2572680745,2375,320,240,why did the lady in black hold onto the scoring pin before hitting it towards the opposite side,4,2,CW,play wih baby,talk to girl,looking for something,happy about her results,to stablise and aim well,hitting,hit,142
10756878424,1395,640,480,why did the boy raise his hands at the start,3,6,CW,to give the phone,blow candles,to note something on the book,play with dog,ask for help,raise,raise,137
8152470819,691,640,360,why does the cat jump onto the blue mattress,2,0,CW,gave birth to a baby,comfortable,to reach other cat,trying to reach the height,peeing,jump,jump,153
6541515485,2160,640,1138,why does the child look down while walking,0,8,CW,looking where he is going,guiding directions,climbing terrain,looking own phone,fidgeting,look,look,28
3470364154,1938,640,480,why does the man raise his fingers in between,2,3,CW,performing acts,keep his balance,gesturing while talking,singing,excited,raise,raise,137
3265232322,929,640,480,why does the man standing beside the christmas tree hold the guitar vertically after playing for a while,2,3,CW,performing,out of excitement,to tune it,pose,prevent echo,standing,stand,158
9694980528,1253,640,360,why does the woman in grey hoodie rotate the paper after writing on it for a while,2,2,CW,reading from script,draw for guessing game,show the people around,get it out of her way,signing it,rotate,rotate,61
2468328940,882,500,375,what does the woman do after the girl points her finger,4,9,TN,playing with sticks,jumps up,skiing,smile,point also,points,point,147
2443708558,774,640,480,what did the performers do after they gathered in the middle,4,8,TN,rowing boat,continue talking,sticksprops,putting up a cloth,stand still in a formation,gathered,gather,75
7843288978,2697,640,480,why did the adult touched the phone,0,4,CW,zoom in on photo,to take video,to show lady the screen,tap a message,check the time,touched,touch,154
2410686513,2643,640,480,why does the outermost guy with the guitar keep moving forward and backward,1,5,CW,play guitar,engrossed in performance,space out his movements,enjoying the music,sing and playing,keep,keep,149
4992338194,989,640,360,why did the man wearing check shirt change his position near the beginning,4,3,CW,to see why boy stopped hitting,showing product,film himself to give commentary,change shadow on projector,better view of the robot,wearing,wear,5
9861436503,1552,640,360,why did the baby reach out his hands when the dog came beside it,1,0,CW,curious,push dog away,wants the toy,detect what it is,pat the dog,reach,reach,150
6101667437,1625,640,360,why is the baby swinging in the swing throughout the vwhole video,4,1,CW,uncomfortable,to feel safe,can not walk,bored,playing,swinging,swing,136
4825249972,926,640,360,what did the brown dog do after the cat left the table,4,1,TN,look at black dog,resting,turn around,chase it,chase the cat,left,leave,130
2457895589,1753,500,375,why did the woman wearing black dress stand up at the end of the performance,3,1,CW,the emcee,take gift to girl,stage setup,cut the music,make an interview,wearing,wear,5
6945401224,2697,640,360,how does the man with grey hair reach the ground at the end of the video,1,4,CH,dance,walk down stairs,put on hips,click laptop,wear helmet and life jacket,walk,walk,159
6095591739,2158,640,474,why did the drummer on the left move his hands up and down constantly,1,0,CW,feel the beat,to hit drum,make it more fun,playing with woman,to call a waiter,move,move,161
5253781594,1074,640,360,why does the man in red point to the background when talking to the man in grey,0,2,CW,show something,take pot,singing,stylish,make voice louder,talking,talk,126
13636674714,2373,640,360,why was the man holding scissors during the beginning,1,1,CW,prepare food,cut open the wrap,write on board,detach it from the fish,to pick the snake,holding,hold,4
3605714471,379,640,428,how was the white dog moving around on the ground at the start of the video,0,9,CH,rolling,jump up and down,chase another dog,using leash,pulled by leash,rolling,roll,124
2990913920,482,500,375,why does the person touch the dog,2,2,CW,show love,bathing,to play with them,gathering,to keep him close,touch,touch,154
8410099621,1490,640,360,why does the baby look upwards,4,2,CW,curious in surroundings,distracted,look at her parents,look at something,looking at the toys,look,look,28
6162188298,1557,640,426,why are the men holding a stick,2,0,CW,to protest,slippery,fishing,to play hockey,to use as aid for walking,holding,hold,4
4405101727,795,640,480,how did the man stop himself from being filmed at the end,3,8,CH,wave,lie on the grass,keep turning the coconut around,put his hand on the camera,life vest,put,put,160
6825044676,768,640,480,how did the black shirt woman touch the face of the man before she kiss him,2,1,CH,playful,singing,move man s face close,push them down,let girl put cream on face,move,move,161
4615486172,2697,640,480,why does the man wearing grey join the woman in red and the baby,3,4,CW,participants of the event,help cut the cake,drag him out of box,take photo,propose to her,wearing,wear,5
4963040001,2697,640,362,why is the baby biting onto his yellow toy in the video,1,2,CW,talk to kid,looks like a pacifier,follow instruction,play with baby,playing,biting,bite,114
7188203256,720,640,360,how did man in yellow shirt interact with the children,0,0,CH,play together,laugh with them,show them skis,give them food,tickle them,play,play,141
4009572078,1059,640,360,how did the girl in pink rest near the end of the video,1,8,CH,put hair behind ear,sit on steps,claps,lie on floor,turns the handle,sit,sit,78
8470950730,1324,640,360,what did the man in red do after he spin his arms,2,5,TN,chewing something,touch his nose,perform,took off goggles,high five the man in white,spin,spin,97
9908527013,491,640,360,why are the boys running across the field,4,0,CW,pick the dog up,on a ride,to go through the course,overcome obstacles,running competition,running,run,155
4337269702,1512,640,360,why does one of the small cat approach the big cat at the end of the video,3,4,CW,wants to be stroked,go somewhere,offer food,snuggle,already full,approach,approach,148
6818400710,960,640,360,why do the kids bend down near the beginning,3,2,CW,prepare to jump,pick up toy,lay down mats,dance,set up tents,bend,bend,156
3642481017,2025,640,362,why did the man in pink tap his feet on the ground as he plays the guitar,3,1,CW,remove dirt on his feet,to wash his feet,to sing a song,following rhythm,to change his shoes,plays,play,141
4491371230,637,640,480,how did the boy approach the plant,3,9,CH,walk slowly,moving the bicycle,punch air,run to plant,crawl,run,run,155
8406808373,777,640,360,why are the girls holding their food but not eating,3,3,CW,catch spills,talking to each other,concentrated on mobile,waiting,follow instruction,holding,hold,4
5640939571,597,640,480,what does the cat do after sitting up at the beginning of the video,0,8,TN,walks away,licks the table,find food,roll on floor,scratch itself,sitting,sit,78
4410543060,2550,640,480,why is the baby holding a bowl in hand near the beginning,0,1,CW,scoop the food from it,distracted,to eat the food,help baby drink,breathe,holding,hold,4
3628142567,723,640,480,why do the children in blue boat keep pulling the rope from bell,1,4,CW,start the boat,excitement behaviours,stop the boat,protect boy from falling down,wash the boat,keep,keep,149
7876566162,2158,640,360,why does the lady hold the baby s hand,0,1,CW,support the baby s walking,show affection,armwestling,make him sit,playing with the baby,hold,hold,4
5148466016,2535,640,362,why did the cars lights on even if it is daylight,4,1,CW,video s editing effects,emergency vehicles,cold weather,parked,dark light,lights,light,72
6013498769,2251,640,360,why is the lady sitting in dark room,4,0,CW,playing with baby,observing the child,having a meal,allow boy to mop floor,cozy,sitting,sit,78
4933394457,510,640,360,why does the child walk away from the table with the toy horse after reaching the edge of the table,4,5,CW,guide is walking slowly,does nt want to go in pool,prevent the other dog from robbing,want to play somewhere else,to walk the horse,walk,walk,159
3711378974,1144,320,240,what does the lady with white towel do after picking up a lemon in the middle,4,8,TN,put the block into the hole,forces it down,tries again,tap the toy a few times,squeeze,picking,pick,152
3188565645,780,640,480,why did the cameraman moved closer to both men talking,1,6,CW,to converse,record from closer angle,direct the attention,adjust camera,instructor,moved,move,161
8205445573,924,640,360,why did the two girl wear helmets,4,3,CW,group performance,costume for acting,hiking,protect eyes from sun,cycling,wear,wear,5
5994972300,1399,640,360,why does the brown dogs walks away and sits near the end,1,3,CW,let person caress,resting,observe it,as it is playing with the other dog,he is injured,walks,walk,159
2765617638,797,640,480,why did the man pick up the yellow banana,4,0,CW,placed in front of it,still want to eat,retrieve the card inside,open present,showing the banana,pick,pick,152
5493036855,1295,640,360,why does the brown dog lie on it s back,3,1,CW,play with it,playing with baby,let person caress,relaxed,playing with the other dog,lie,lie,57
3313869727,2109,640,428,why did the woman smile when she see the dollar notes towards the end,0,5,CW,amused,finds baby s actions amusing,talk something interesting,to read words on the back,amused by the boy,smile,smile,144
5226517650,2151,640,480,why does the boy in white stand up in the middle of the video,4,1,CW,adjust microphone,to play the instrument,to reach the table,take a photo,go somewhere,stand,stand,158
2465842956,764,500,375,why is the mummy dog standing still,1,3,CW,cautious,feed the puppies,excited to eat,cleaning it,sniff the stone,standing,stand,158
6019828242,1470,640,480,why did the man look at the top of the guitar then look at the audience,2,2,CW,to provide instrumental music,see the cue,make effective impression,tired standing at one spot,singing,look,look,28
5759653927,2105,640,480,why is the man sitting near spectacled man dozing off near the beginning,2,3,CW,listening to lady in black,listening to radio,focusing in the music,to move towards the camera,he is sleeping,sitting,sit,78
7820929124,897,640,360,how does the girl help herself stand up,0,1,CH,put hands on table,punch forward,hold the toy,shake hands,stand on a stool,put,put,160
3517918816,2697,640,480,why did the singer raise his hands while he is singing,4,5,CW,keep up the rhythm,to show his passion,sing harmony,enjoying the performance,emotional,raise,raise,137
9908527013,491,640,360,how are the children competing with each other,4,5,CH,bite each other,bicycle,standing,jumping,running,running,run,155
3017704506,615,640,428,why is the man in black moving his lips at the beginning of the video,1,3,CW,drinking,talking,draw other people s attention to things,to push the ball,practice boxing,moving,move,161
6493394265,783,640,480,why did the lady in red put the piece of paper on the back of the man bending down on a knee,4,9,CW,play guitar,play with dog,look for the obstacles,ensure safety,for support to write,put,put,160
4857284167,1067,640,480,how does the man on the left show that he is skillful at cycling,4,7,CH,controlling the handle,pedal,steer handles,hold the handlebarstem,leave his hands from the bicycle,leave,leave,130
7230982816,1815,640,360,why is the man in brown holding the grey box and moving his hands at the beginning of the video,0,10,CW,explaining something,finished playing,gesture of affection,to be closer to the microphone,untie the toy,holding,hold,4
5141356733,1217,640,1138,why did the girl dance behind the baby in the horse costume,3,1,CW,learning horse riding,play for fun,performance,watch out for the baby,following the baby,dance,dance,120
8114720332,1359,640,480,what does the woman do after lifting the baby a few times at the start,0,4,TN,sit down,wipe baby s mouth,stopped moving,wear pants,help the baby walk,lifting,lift,137
3856397029,1088,640,480,why did the baby bend down beside the lady,4,8,CW,see something,prepare to catch,play with baby,want to play with water,play with sand,bend,bend,156
3920670020,810,640,480,what did the man in blue do after he turned and looked in the camera,3,4,TN,walk along the lighted up wall,picked up his drink,tired,ski down,kick ball,turned,turn,157
5408673752,2399,640,362,why does the lady in black and white top assists the lady and boy to wear jacket near the end,2,5,CW,lady did not know how to wear a jacket,someone instructed her,preparing him for sports activity,lady's hand was occupied,the boy did not want to wear a jacket,wear,wear,5
2575603919,1797,500,375,what did the girl do after pushing her bike at the start,1,0,TN,bend body,get onto bike,raises her hands,gets ready to jump,crawl,pushing,push,151
4149141971,1320,640,360,what did the lady do after walking to the rostrum at the start,0,4,TN,change slides,hold the girl s hand,stop and point,blow candles,walks to the television,walking,walk,159
6866325406,791,604,1072,why did the woman bend down awhile after she move her hips left and right,2,2,CW,drink,staring at the man,carry baby,protect boy from falling,keep balance,bend,bend,156
5849618622,1800,640,360,why did the black shirt man pass the box to the woman,4,4,CW,draw attention to him,pass cashier to scan,dollar notes came from envelope,ask her to put into red basket,offer cigarette,pass,pass,138
2400708940,388,640,480,why was the man with longer hair looking to his right in the middle of the video,4,0,CW,hand gesture while talking,for balance,to be closer to the microphone,change the place,talking to friend,looking,look,28
8106418518,2160,640,360,what does the woman in black do after sitting for a while at the start,2,4,TN,point towards the board,play the piano,look at the lady in red,leave her seat,look to her side,sitting,sit,78
6884782376,2697,640,480,what does the boy in white do after bending down towards the other boy,2,8,TN,tried to bring back boy,turn one round,pick up toy,walks back the way he came,pick up cards,bending,bend,156
3948523854,991,640,512,why is the light at the side turned off at the end of the video,4,6,CW,end of performance,blew the candle,person s finger,baby kicked it,filming,turned,turn,157
7031128593,2697,640,426,how did the lady show affection to the dog in the middle of the video,4,2,CH,tickle,wave her hands,hug it,make a kissing face,caress the dog,caress,caress,107
2513801289,900,320,240,why did the woman move her hands in front of her at the end,2,6,CW,control dogs,talking,to hold the ropes,for eyes to follow path of toy,to catch rolling fallen bapple,move,move,161
6416696985,741,640,360,how did the man in black pull the sled up the slope,1,5,CH,with the helicopter,pulling the rope,with his car,with his truck,with his sled dogs,pulling,pull,146
7047209201,964,640,360,what did the man do after he pushed the child s swing,3,9,TN,laugh,pull and let go of swing,throw out white item,swing himself,land on mat,pushed,push,151
3843663025,546,640,360,why does the child find it difficult to move forward at the start,4,2,CW,eat food with hands,still learning how to walk,check for affirmation,wants to move around,not used to paddle,find,find,16
5337165834,1042,480,640,how does the boy in red interact with the toy while moving his body around near the end,3,9,CH,pointing his finger,crawl towards toy,use fingers to hit the toy,frantically press the buttons,cycle,press,press,116
6202943622,1001,640,360,why does the girl move up and down in the middle,1,9,CW,couch is bouncy,jump excitedly,follow the television,encourage boy to jump,lifted by adult,move,move,161
